x_0,x_1,x_2,x_3
,,,
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.08379266021667763,0.0
0.0,0.0,0.077308307150614,0.0
0.0,0.07189401843407055,0.1436443207252914,0.0
0.0,0.0670674438173248,0.13400081981445874,0.0671345783957205
0.0,0.06284420159631914,0.18853285641745518,0.12587718748883212
0.0,0.05911782134824535,0.17735370075278867,0.11841323292776507
0.0,0.05580549274424932,0.16741670167822023,0.11177862546806502
0.0,0.10594868209464298,0.21163257209147196,0.10584241556735047
0.0,0.1006007461392827,0.2009500660023228,0.10049984359171062
0.0,0.14385913855017102,0.19128497369453157,0.1437630891109147
0.0,0.13725116342810242,0.18249855692505965,0.13715952589003985
0.0,0.13121781698266305,0.1744762058409582,0.1311302076874272
0.0,0.12568727062917653,0.167122412231426,0.12560335387569635
0.0,0.12059918835651427,0.16035694919938942,0.12051866872784735
0.03894447221185133,0.11590251661679254,0.19305640465916837,0.11582513278256674
0.037483245762398115,0.11155376535069862,0.1858127803730374,0.11147928501724992
0.03612639874262544,0.10751565736453386,0.17908658811949063,0.10744387312680516
0.034863133280464614,0.10375605714648398,0.17282430044671912,0.10368678305511378
0.03368409122012223,0.1002471139196415,0.16697952689648543,0.10018018262020456
0.03258112190977655,0.09696457055572733,0.1615118628761231,0.09689983088938797
0.06328413387892437,0.09388720206749498,0.15638595436704525,0.09382451704655849
0.06133557568047406,0.0909963561934219,0.15157073268624627,0.09093560128362035
0.05950164864905939,0.08827557505569011,0.14703878428989126,0.08821663671107345
0.057772527256011716,0.08571028167680167,0.14276582861058015,0.0856530560839299
0.056139477698067895,0.08328751874342184,0.16699717093075106,0.11149879874899636
0.05459471036691033,0.080995729732844,0.16240197723413355,0.10843073134200855
0.05313125561298991,0.07882457459843326,0.1580486627091165,0.1055241591084152
0.05174285862260688,0.0767647738111556,0.15391862126538008,0.10276665934243932
0.05042389006342984,0.07480797579487795,0.14999510742163166,0.10014705160887834
0.049169269806279864,0.07294664376138006,0.14626300940206519,0.09765524624669214
0.0479744015438031,0.07117395871179368,0.1427086546476135,0.09528211451493673
