x_0,x_1,x_2,x_3
,,,
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.08379266021667763,0.0,0.0,0.0
0.077308307150614,0.0,0.0,0.07738569284345745
0.1436443207252914,0.0,0.0,0.07182212441563648
0.13400081981445874,0.0,0.0671345783957205,0.06700037637350746
0.1255627776336472,-0.06297007878380796,0.12587718748883212,0.12575143617853077
0.11811746617161556,-0.05923623458117312,0.17770876303904948,0.11829493810807024
0.11149943030850287,-0.05591727136971738,0.16775187008239675,0.16769623250944238
0.10557804758126164,0.0001591612612353554,0.15884309787414477,0.15879041503703584
0.10024882001944838,0.00015112733183828477,0.201301891622616,0.15077520471866152
0.14352413901563912,0.00014385856282762748,0.19161987756324725,0.14352337196079054
0.13693155164448023,0.00013725061415059594,0.22875172606499042,0.13693081982325953
0.17487069055593243,0.00013121729185053654,0.21869615801827363,0.13091155518158287
0.12535243943055183,0.042273517608442605,0.2516264201853953,0.12539391709868128
0.1202779118216,0.04056219764366121,0.2414400590569393,0.1607997914063679
0.11559375202696456,0.038982524264676154,0.27098177559802067,0.15453752839827162
0.11125658584495797,0.03751987007303295,0.2983350981911399,0.1487391618752824
0.10722923538841744,0.03616169729862709,0.2875357375530514,0.1795537487064332
0.10347965075461135,0.03489719751895296,0.27748120737484333,0.2082430576021878
0.09998005536117052,0.06753616853528267,0.2680970246102709,0.20120045125604905
0.09670625670086536,0.06532472929098294,0.2593183169287208,0.2273567569620552
0.0936370863298677,0.06325151572163244,0.28282536139074216,0.22014112639254096
0.1215445692636196,0.030513334269421884,0.30490761860321247,0.2133628429531412
0.11791039988277907,0.02960098889865692,0.32569080508889375,0.20698331719096894
0.14354397530088905,0.02874078242838052,0.3162262112266357,0.2009683698763195
0.1394864338266891,0.02792836995018584,0.33555436833739655,0.19528761947167
0.13564824197043396,0.027159876275492913,0.35383765039148074,0.18991396893003434
0.1320120826568588,0.05323763168990936,0.3443527499661219,0.18482317352515554
0.1546938694549376,0.051846454937908806,0.33535431173673824,0.17999347516936082
0.15075059388918918,0.05052484562237684,0.3268058510382032,0.20089612441145624
