x_0,x_1,x_2,x_3
,,,
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.08379266021667763,0.0
0.0,0.0,0.077308307150614,0.07738569284345745
0.0,0.0,0.07175030229122085,0.14371614284970702
0.0,0.0,0.13406795439285446,0.13406782019083224
0.0,0.06297007878380796,0.12562568474235225,0.1256255589910419
0.0,0.05923623458117312,0.11817664316996218,0.17747205498642685
0.0,0.11194654525793732,0.11155529166260124,0.16752842461008605
-0.053106842885722844,0.15910826055304744,0.10563094231520452,0.2117383617711485
-0.05042618665735636,0.20155366977425052,0.10029904480371457,0.20105051577195546
9.614587299041047e-05,0.23995653093260327,0.09547496315150956,0.14328360714540128
0.04602537817008823,0.22893445195478754,0.09108944974135132,0.1367020682806537
0.04400217454217895,0.2188708515637892,0.08708530001986717,0.17465129492180415
0.042147578332947105,0.20964591993609313,0.12556267436672042,0.1672901216873104
0.04044135665211979,0.20115901681994583,0.12047963601004959,0.2009999504464532
0.07781086157362319,0.19332498507923876,0.11578762017336262,0.19317211346170843
0.0748913384031045,0.2235920499787991,0.11144317990989763,0.18592414769261195
0.07218036481337932,0.2516970550733939,0.10740907497957099,0.17919392408018495
0.10462429891807806,0.24289572951456798,0.10365320172713309,0.17292788309081636
0.10108599247941466,0.2346811987358414,0.10014773698469914,0.20089877156281796
0.09777598044192129,0.22699667614536284,0.09686844767055823,0.22706495562478196
0.09467286020539056,0.25152951382509875,0.09379412983821106,0.2198585859660829
0.1225484510114766,0.27457538982499147,0.06011552212919456,0.21308900212373255
0.1188842656757304,0.2663656155793806,0.08821796563365827,0.20671766417252949
0.11542948195554995,0.2586250151972448,0.11471440492928246,0.20071043675014758
0.08389976170715174,0.2795813788653542,0.1114717856921249,0.2233038653213107
0.0540745297885387,0.2718882509956226,0.1359210576582197,0.24467589912506107
0.07943081644949765,0.2646000695806,0.13227758530254663,0.23811716650540138
0.0773551736808523,0.257685684892672,0.154952434130311,0.23189481859511019
0.07538332588019474,0.25111706217697727,0.1764934003633648,0.2259836265406886
0.09838914332089739,0.24486890177668086,0.1721019859946874,0.22036082284019054
